,st_pmralim,ra,st_logglim,st_tmagerr1,st_pmdec,st_radlim,st_tmag,st_pmra,st_pmdecerr2,st_radsymerr,st_tefferr2,st_dist,st_loggsymerr,st_distsymerr,st_tefflim,st_distlim,st_disterr2,st_teff,st_loggerr2,dec,st_tmagsymerr,st_pmdeclim,st_pmraerr2,st_rad,st_loggerr1,st_tmagerr2,st_pmrasymerr,st_logg,st_teffsymerr,st_pmdecerr1,st_tmaglim,st_pmdecsymerr,st_disterr1,st_raderr1,st_pmraerr1,st_tefferr1,st_raderr2,tfopwg_disp
135,0.0,55.933639,0,0.006,16.543,0,11.6035,21.126,-0.043,1,,302.448,1,1,0,0,-2.004,5650.0,,-65.19378,1,0.0,-0.032,1.13732,,-0.006,1.0,4.28867,1,0.043,0,1.0,2.004,0.0577764,0.032,,-0.0577764,PLANET
136,0.0,293.389272,0,0.006,3.978,0,10.4063,11.184,-0.059,1,-141.5,386.323,1,1,0,0,-9.084,7301.0,-0.08,-45.892667,1,0.0,-0.09,1.64,0.08,-0.006,1.0,4.23,1,0.059,0,1.0,9.084,0.07,0.09,141.5,-0.07,NOT PLANET
137,0.0,269.648642,0,0.006,-2.24,0,11.0605,2.307,-0.069,1,,338.644,1,1,0,0,-7.02,,,-46.065523,1,0.0,-0.079,,,-0.006,1.0,,1,0.069,0,1.0,7.02,,0.079,,,NOT PLANET
138,0.0,281.369481,0,0.007,-24.9,0,10.2934,4.1,-3.0,1,,249.826,1,1,0,0,,6317.0,,-52.262928,1,0.0,-3.2,1.38,,-0.007,1.0,,1,3.0,0,1.0,,,3.2,,,NOT PLANET
142,0.0,279.062469,0,0.006,10.755,0,10.3579,6.138,-0.078,1,-48.8,97.8115,1,1,0,0,-0.44215,5034.0,-0.08,-43.620606,1,0.0,-0.083,0.73,0.08,-0.006,1.0,4.64,1,0.078,0,1.0,0.44215,0.04,0.083,48.8,-0.04,NOT PLANET
143,0.0,292.195297,0,0.006,-0.117,0,7.3163,1.909,-0.087,1,-268.2,177.741,1,1,0,0,-2.084,8268.5,-0.07,-36.00026,1,0.0,-0.135,,0.07,-0.006,1.0,3.93,1,0.087,0,1.0,2.084,,0.135,268.2,,NOT PLANET
144,0.0,289.761799,0,0.006,-55.58,0,9.7298,17.105,-0.06,1,-131.0,222.529,1,1,0,0,-3.137,6209.0,-0.08,-43.074223,1,0.0,-0.07,1.63,0.08,-0.006,1.0,4.09,1,0.06,0,1.0,3.137,0.08,0.07,131.0,-0.08,NOT PLANET
145,0.0,284.157959,0,0.007,-14.764,0,8.7823,17.883,-0.08,1,-165.9,247.414,1,1,0,0,-2.905,7101.9,-0.1,-29.398357,1,0.0,-0.088,2.32,0.1,-0.007,1.0,3.91,1,0.08,0,1.0,2.905,0.15,0.088,165.9,-0.15,NOT PLANET
146,0.0,332.714337,0,0.006,-14.516,0,12.1893,-0.71,-0.049,1,,448.637,1,1,0,0,-7.508,6050.0,,-30.749719,1,0.0,-0.052,1.02,,-0.006,1.0,4.45061,1,0.049,0,1.0,7.508,,0.052,,,PLANET
147,0.0,286.376004,0,0.006,-27.18,0,10.1429,12.538,-0.071,1,-122.3,58.2609,1,1,0,0,-0.16955,4236.0,-0.1,-41.43764,1,0.0,-0.088,0.74,0.1,-0.006,1.0,4.52,1,0.071,0,1.0,0.16955,0.07,0.088,122.3,-0.07,PLANET
148,0.0,286.376004,0,0.006,-27.18,0,10.1429,12.538,-0.071,1,-122.3,58.2609,1,1,0,0,-0.16955,4236.0,-0.1,-41.43764,1,0.0,-0.088,0.741921,0.1,-0.006,1.0,4.52,1,0.071,0,1.0,0.16955,0.0675678,0.088,122.3,-0.0675678,PLANET
150,0.0,298.781281,0,0.006,-20.775,0,9.2293,-7.484,-0.064,1,-72.9,286.668,1,1,0,0,-2.913,7851.0,-0.07,54.781445,1,0.0,-0.069,1.86,0.07,-0.006,1.0,4.17,1,0.064,0,1.0,2.913,0.05,0.069,72.9,-0.05,NOT PLANET
151,0.0,294.824079,0,0.006,-28.421,0,9.11458,-5.049,-0.189,1,-124.8,233.369,1,1,0,0,-5.819,6244.0,-0.09,31.958037,1,0.0,-0.176,2.2,0.09,-0.006,1.0,3.84,1,0.189,0,1.0,5.819,0.11,0.176,124.8,-0.11,NOT PLANET
152,0.0,290.02096,0,0.006,15.98,0,9.03609,21.767,-0.052,1,-125.8,170.732,1,1,0,0,-0.812,6277.0,-0.09,36.637774,1,0.0,-0.044,1.65,0.09,-0.006,1.0,4.09,1,0.052,0,1.0,0.812,0.07,0.044,125.8,-0.07,NOT PLANET
153,0.0,193.39637,0,0.006,5.076,0,9.02855,16.883,-0.042,1,-68.6,114.048,1,1,0,0,-0.307,5962.7,-0.08,85.129495,1,0.0,-0.05,1.15,0.08,-0.006,1.0,4.38,1,0.042,0,1.0,0.307,0.05,0.05,68.6,-0.05,PLANET
154,0.0,192.184898,0,0.006,-10.171,0,8.9361,0.937,-0.034,1,-131.1,84.5362,1,1,0,0,-0.158,5729.0,-0.08,64.855276,1,0.0,-0.039,0.98,0.08,-0.006,1.0,4.47,1,0.034,0,1.0,0.158,0.05,0.039,131.1,-0.05,PLANET
155,0.0,192.184898,0,0.006,-10.171,0,8.9361,0.937,-0.034,1,-131.1,84.5362,1,1,0,0,-0.158,5729.0,-0.08,64.855276,1,0.0,-0.039,0.98,0.08,-0.006,1.0,4.47,1,0.034,0,1.0,0.158,0.05,0.039,131.1,-0.05,PLANET
156,0.0,192.184898,0,0.006,-10.171,0,8.9361,0.937,-0.034,1,-131.1,84.5362,1,1,0,0,-0.158,5729.0,-0.08,64.855276,1,0.0,-0.039,0.98,0.08,-0.006,1.0,4.47,1,0.034,0,1.0,0.158,0.05,0.039,131.1,-0.05,PLANET
157,0.0,192.184898,0,0.006,-10.171,0,8.9361,0.937,-0.034,1,-131.1,84.5362,1,1,0,0,-0.158,5729.0,-0.08,64.855276,1,0.0,-0.039,0.977727,0.08,-0.006,1.0,4.47,1,0.034,0,1.0,0.158,0.0483517,0.039,131.1,-0.0483517,PLANET
159,0.0,291.463084,0,0.006,-4.587,0,8.90601,1.467,-0.058,1,-756.2,395.12,1,1,0,0,-6.803,9994.0,-0.09,25.189437,1,0.0,-0.05,2.59,0.09,-0.006,1.0,4.02,1,0.058,0,1.0,6.803,0.11,0.05,756.2,-0.11,NOT PLANET
161,0.0,63.374706,0,0.006,53.433,0,10.6103,63.134,-0.039,1,,216.526,1,1,0,0,-0.932,5800.0,,-69.226593,1,0.0,-0.045,1.24175,,-0.006,1.0,4.28004,1,0.039,0,1.0,0.932,0.0610804,0.045,,-0.0610804,PLANET
162,0.0,264.961539,0,0.006,13.371,0,8.88797,-4.979,-0.041,1,-161.9,121.182,1,1,0,0,-0.27,5941.5,,56.078974,1,0.0,-0.038,1.34,,-0.006,1.0,,1,0.041,0,1.0,0.27,,0.038,161.9,,NOT PLANET
163,0.0,247.534722,0,0.006,66.536,0,8.8523,-18.335,-0.067,1,-90.3,97.3391,1,1,0,0,-0.2589,5894.7,-0.08,80.307766,1,0.0,-0.054,1.1179,0.08,-0.006,1.0,4.37,1,0.067,0,1.0,0.2589,0.0543668,0.054,90.3,-0.0543668,NOT PLANET
164,0.0,290.708965,0,0.009,-14.218,0,8.64028,6.716,-0.101,1,-143.2,299.294,1,1,0,0,-3.7665,7518.0,-0.09,56.615386,1,0.0,-0.113,2.68,0.09,-0.009,1.0,3.82,1,0.101,0,1.0,3.7665,0.1,0.113,143.2,-0.1,NOT PLANET
165,0.0,182.538652,0,0.006,4.191,0,8.63287,-36.299,-0.084,1,-75.9,191.984,1,1,0,0,-1.9545,6152.0,-0.09,77.352264,1,0.0,-0.108,2.24,0.09,-0.006,1.0,3.84,1,0.084,0,1.0,1.9545,0.1,0.108,75.9,-0.1,NOT PLANET
166,0.0,297.710176,0,0.006,232.988,0,8.5077,125.984,-0.045,1,-130.6,37.7647,1,1,0,0,-0.03365,4757.3,-0.09,48.081864,1,0.0,-0.041,0.76,0.09,-0.006,1.0,4.56,1,0.045,0,1.0,0.03365,0.05,0.041,130.6,-0.05,PLANET
167,0.0,291.92142,0,0.008,6.137,0,8.5011,6.892,-0.103,1,-998.1,438.395,1,1,0,0,-10.886,8562.5,,36.529898,1,0.0,-0.087,,,-0.008,1.0,,1,0.103,0,1.0,10.886,,0.087,998.1,,NOT PLANET
168,0.0,292.286802,0,0.006,-1.714,0,8.40386,2.072,-0.077,1,-975.0,411.307,1,1,0,0,-6.9,8598.7,,30.297329,1,0.0,-0.068,2.62432,,-0.006,1.0,4.1,1,0.077,0,1.0,6.9,,0.068,975.0,,NOT PLANET
169,0.0,266.962207,0,0.006,34.935,0,8.36544,0.631,-0.171,1,-130.9,218.258,1,1,0,0,-3.317,6259.0,-0.09,83.428826,1,0.0,-0.116,2.92,0.09,-0.006,1.0,3.59,1,0.171,0,1.0,3.317,0.14,0.116,130.9,-0.14,NOT PLANET
170,0.0,161.909027,0,0.006,-34.808,0,7.9179,-56.184,-0.064,1,-184.1,96.5173,1,1,0,0,-0.31225,6403.9,-0.08,71.655727,1,0.0,-0.053,1.55,0.08,-0.006,1.0,4.16,1,0.064,0,1.0,0.31225,0.06,0.053,184.1,-0.06,PLANET
172,0.0,6.70264,0,0.006,7.316,0,13.0417,21.46,-0.024,1,-185.0,453.808,1,1,0,0,-3.894,5377.0,-2.00401,-56.316102,1,0.0,-0.027,0.877585,2.00401,-0.006,1.0,4.42476,1,0.024,0,1.0,3.894,,0.027,185.0,,PLANET
173,0.0,307.8599,0,0.006,21.478,0,7.58204,16.728,-0.07,1,-174.1,204.455,1,1,0,0,-1.57,9435.0,-0.06,39.938916,1,0.0,-0.065,2.28773,0.06,-0.006,1.0,4.11,1,0.07,0,1.0,1.57,0.0585327,0.065,174.1,-0.0585327,PLANET
174,0.0,294.661413,0,0.006,-6.157,0,7.55216,3.096,-0.068,1,-267.4,136.426,1,1,0,0,-0.8115,8894.8,-0.07,31.2192,1,0.0,-0.065,1.62,0.07,-0.006,1.0,4.38,1,0.068,0,1.0,0.8115,0.04,0.065,267.4,-0.04,PLANET
178,,309.275852,0,1.0,,0,9.711,,,1,,,1,1,0,0,,,,32.471019,1,,,,,-1.0,,,1,,0,,,,,,,NOT PLANET
179,0.0,300.419309,0,0.6,-2.205,0,9.7032,-1.163,-0.268,1,,6079.49,1,1,0,0,-2185.29,,,26.971662,1,0.0,-0.237,,,-0.6,1.0,,1,0.268,0,1.0,2185.29,,0.237,,,NOT PLANET
180,0.0,144.341393,0,0.011,10.98,0,9.6043,-13.626,-0.046,1,-117.3,432.113,1,1,0,0,-7.392,5709.8,-0.08,68.458705,1,0.0,-0.042,3.59,0.08,-0.011,1.0,3.37,1,0.046,0,1.0,7.392,0.18,0.042,117.3,-0.18,NOT PLANET
181,0.0,293.427359,0,0.006,-0.368,0,9.5967,5.169,-0.792,1,-112.1,,1,1,0,0,,4884.5,,29.596296,1,0.0,-0.835,1.3,,-0.006,1.0,,1,0.792,0,1.0,,0.06,0.835,112.1,-0.06,NOT PLANET
182,0.0,282.42081,0,0.008,-0.766,0,9.5937,4.164,-0.047,1,-123.7,292.83,1,1,0,0,-2.091,6449.5,-0.1,48.098942,1,0.0,-0.048,2.1,0.1,-0.008,1.0,3.94,1,0.047,0,1.0,2.091,0.08,0.048,123.7,-0.08,NOT PLANET
183,0.0,357.846434,0,0.006,-1.747,0,11.0443,96.185,-0.038,1,,149.942,1,1,0,0,-0.5175,4920.0,,-70.152862,1,0.0,-0.041,0.906655,,-0.006,1.0,4.49371,1,0.038,0,1.0,0.5175,0.0553769,0.041,,-0.0553769,PLANET
184,0.0,301.317709,0,1.0,-6.194,0,9.577,-3.195,-0.215,1,,2320.13,1,1,0,0,-719.26,,,30.67067,1,0.0,-0.177,,,-1.0,1.0,,1,0.215,0,1.0,719.26,,0.177,,,NOT PLANET
185,0.0,286.971388,0,0.014,-15.78,0,10.2306,-4.401,-0.237,1,-177.2,519.096,1,1,0,0,-29.1045,7986.1,,46.868246,1,0.0,-0.187,,,-0.014,1.0,,1,0.237,0,1.0,29.1045,,0.187,177.2,,PLANET
188,0.0,307.336613,0,0.21,-4.536,0,9.329701,2.318,-0.069,1,,827.868,1,1,0,0,-23.69,,,37.508561,1,0.0,-0.048,,,-0.21,1.0,,1,0.069,0,1.0,23.69,,0.048,,,NOT PLANET
189,0.0,232.146641,0,0.006,-12.217,0,9.76703,0.434,-0.041,1,-109.9,126.261,1,1,0,0,-0.3515,5787.0,-0.08,66.35871,1,0.0,-0.039,0.96,0.08,-0.006,1.0,4.5,1,0.041,0,1.0,0.3515,0.05,0.039,109.9,-0.05,PLANET
190,0.0,293.764981,0,0.006,-79.214,0,9.7604,-2.77,-0.042,1,-71.9,153.743,1,1,0,0,-0.593,5900.4,-0.08,37.53859,1,0.0,-0.041,1.13,0.08,-0.006,1.0,4.39,1,0.042,0,1.0,0.593,0.05,0.041,71.9,-0.05,NOT PLANET
191,0.0,198.152378,0,0.006,2.78,0,10.3874,-61.39,-2.0,1,,209.618,1,1,0,0,,5807.0,,71.618139,1,0.0,-2.0,1.14,,-0.006,1.0,,1,2.0,0,1.0,,,2.0,,,NOT PLANET
192,0.0,301.710466,0,0.006,-3.67,0,10.381,8.657,-0.048,1,-73.5,274.162,1,1,0,0,-2.1655,5969.0,-0.09,38.431023,1,0.0,-0.046,1.5,0.09,-0.006,1.0,4.17,1,0.048,0,1.0,2.1655,0.07,0.046,73.5,-0.07,NOT PLANET
194,0.0,15.006077,0,0.006,7.594,0,11.7806,22.522,-0.041,1,-124.8,603.955,1,1,0,0,-10.2025,5704.8,-0.08,-58.904724,1,0.0,-0.049,2.00441,0.08,-0.006,1.0,3.84,1,0.041,0,1.0,10.2025,0.105699,0.049,124.8,-0.105699,PLANET
195,0.0,300.805115,0,0.007,-5.495,0,10.349,-5.735,-0.092,1,-92.1,880.107,1,1,0,0,-28.165,7875.0,-0.08,52.040842,1,0.0,-0.075,3.5,0.08,-0.007,1.0,3.61,1,0.092,0,1.0,28.165,0.15,0.075,92.1,-0.15,NOT PLANET
196,0.0,299.273862,0,0.012,0.583,0,10.3075,3.425,-0.048,1,-195.8,482.763,1,1,0,0,-6.2675,7266.0,-0.08,35.988359,1,0.0,-0.046,2.05,0.08,-0.012,1.0,4.06,1,0.048,0,1.0,6.2675,0.07,0.046,195.8,-0.07,NOT PLANET
197,0.0,282.474539,0,0.007,-8.188,0,10.3018,0.76,-0.171,1,,875.061,1,1,0,0,-74.2245,,,55.26639,1,0.0,-0.181,,,-0.007,1.0,,1,0.171,0,1.0,74.2245,,0.181,,,NOT PLANET
198,0.0,197.683097,0,0.006,-92.555,0,10.2938,57.651,-0.042,1,-292.5,132.353,1,1,0,0,-0.4595,5429.6,-0.08,70.768012,1,0.0,-0.055,0.96,0.08,-0.006,1.0,4.44,1,0.042,0,1.0,0.4595,0.05,0.055,292.5,-0.05,PLANET
199,0.0,209.217175,0,0.006,45.498,0,10.2549,-81.077,-0.042,1,-59.9,94.6375,1,1,0,0,-0.2501,5029.5,-0.09,68.618211,1,0.0,-0.052,0.76,0.09,-0.006,1.0,4.61,1,0.042,0,1.0,0.2501,0.05,0.052,59.9,-0.05,PLANET
200,0.0,289.238688,0,0.006,-45.409,0,10.2026,-9.775,-0.051,1,-129.8,216.517,1,1,0,0,-1.216,6229.0,-0.08,31.323574,1,0.0,-0.038,1.27,0.08,-0.006,1.0,4.31,1,0.051,0,1.0,1.216,0.06,0.038,129.8,-0.06,NOT PLANET
202,0.0,297.30004,0,0.006,0.92,0,10.1617,1.815,-0.062,1,-227.1,602.899,1,1,0,0,-13.5555,9121.5,,41.326844,1,0.0,-0.06,2.1,,-0.006,1.0,4.21,1,0.062,0,1.0,13.5555,,0.06,227.1,,NOT PLANET
203,0.0,279.101036,0,0.007,-42.647,0,10.1358,184.868,-0.041,1,-90.3,36.7224,1,1,0,0,-0.0276,4043.4,-0.01,55.391781,1,0.0,-0.04,0.56,0.01,-0.007,1.0,4.69,1,0.041,0,1.0,0.0276,0.02,0.04,90.3,-0.02,NOT PLANET
205,0.0,349.559266,0,0.006,-20.177,0,9.179,313.918,-0.043,1,-187.0,94.1719,1,1,0,0,-0.2512,5586.0,-0.270247,-56.903986,1,0.0,-0.039,1.05,0.270247,-0.006,1.0,4.36763,1,0.043,0,1.0,0.2512,0.05,0.039,187.0,-0.05,PLANET
206,0.0,214.555774,0,0.006,-64.898,0,10.112,84.408,-0.043,1,-139.3,72.0238,1,1,0,0,-0.13235,4738.1,-0.1,82.193764,1,0.0,-0.045,0.73,0.1,-0.006,1.0,4.59,1,0.043,0,1.0,0.13235,0.05,0.045,139.3,-0.05,PLANET
207,0.0,297.215817,0,0.009,0.188,0,10.079,-5.676,-0.066,1,-124.7,302.819,1,1,0,0,-3.502,6122.0,-0.08,64.354351,1,0.0,-0.084,1.93,0.08,-0.009,1.0,3.93,1,0.066,0,1.0,3.502,0.09,0.084,124.7,-0.09,PLANET
208,0.0,201.614657,0,0.006,18.923,0,10.0049,-21.314,-1.467,1,-255.1,,1,1,0,0,,6496.7,,65.306346,1,0.0,-1.32,2.05,,-0.006,1.0,,1,1.467,0,1.0,,0.13,1.32,255.1,-0.13,NOT PLANET
209,0.0,286.74712,0,0.007,17.32,0,9.9478,-20.36,-2.0,1,-1241.5,112.868,1,1,0,0,,5095.6,,71.712377,1,0.0,-2.0,1.06,,-0.007,1.0,,1,2.0,0,1.0,,,2.0,1241.5,,NOT PLANET
210,0.0,272.20452,0,0.006,138.082,0,9.9469,64.887,-0.045,1,-127.6,58.5946,1,1,0,0,-0.0779,4534.0,-0.1,60.678785,1,0.0,-0.042,0.69,0.1,-0.006,1.0,4.61,1,0.045,0,1.0,0.0779,0.06,0.042,127.6,-0.06,PLANET
211,0.0,297.459433,0,0.006,11.228,0,9.94025,19.777,-0.045,1,-149.9,246.798,1,1,0,0,-1.7075,5997.0,-0.08,34.829667,1,0.0,-0.045,1.73,0.08,-0.006,1.0,4.0,1,0.045,0,1.0,1.7075,0.08,0.045,149.9,-0.08,NOT PLANET
212,0.0,251.633465,0,0.006,31.142,0,9.92402,-23.07,-0.056,1,-343.6,294.85,1,1,0,0,-2.4105,6115.7,-0.08,65.715035,1,0.0,-0.056,2.01,0.08,-0.006,1.0,3.89,1,0.056,0,1.0,2.4105,0.09,0.056,343.6,-0.09,NOT PLANET
214,0.0,306.730853,0,0.006,2.194,0,9.886581,6.103,-0.06,1,-169.3,347.452,1,1,0,0,-4.149,8156.0,-0.08,38.93227,1,0.0,-0.055,,0.08,-0.006,1.0,4.35,1,0.06,0,1.0,4.149,,0.055,169.3,,NOT PLANET
219,0.0,283.526697,0,0.009,-2.212,0,9.7831,1.209,-0.035,1,-134.4,355.809,1,1,0,0,-2.417,6800.0,-0.08,37.720014,1,0.0,-0.034,2.21,0.08,-0.009,1.0,3.91,1,0.035,0,1.0,2.417,0.09,0.034,134.4,-0.09,NOT PLANET
221,0.0,301.41088,0,0.006,-5.412,0,10.4813,7.326,-1.389,1,-140.0,501.963,1,1,0,0,,7166.8,,33.049205,1,0.0,-1.4,1.87,,-0.006,1.0,,1,1.389,0,1.0,,,1.4,140.0,,NOT PLANET
222,0.0,167.821481,0,0.006,15.428,0,10.4782,79.486,-0.044,1,-155.2,149.667,1,1,0,0,-0.652,5339.9,-0.09,69.964775,1,0.0,-0.045,0.99,0.09,-0.006,1.0,4.41,1,0.044,0,1.0,0.652,0.06,0.045,155.2,-0.06,PLANET
223,0.0,291.12047,0,0.011,-2.648,0,10.4717,-7.067,-0.05,1,-77.4,500.014,1,1,0,0,-7.3165,4974.4,,33.273702,1,0.0,-0.04,3.85,,-0.011,1.0,,1,0.05,0,1.0,7.3165,0.12,0.04,77.4,-0.12,NOT PLANET
226,0.0,304.800032,0,0.006,-0.113,0,10.4219,2.239,-0.047,1,-258.9,470.878,1,1,0,0,-6.3855,8324.0,-0.08,32.581045,1,0.0,-0.043,1.71,0.08,-0.006,1.0,4.28,1,0.047,0,1.0,6.3855,0.06,0.043,258.9,-0.06,PLANET
227,0.0,166.880658,0,0.006,-33.35,0,10.4221,-4.019,-0.045,1,-122.1,248.427,1,1,0,0,-1.7795,5618.0,-0.08,61.352572,1,0.0,-0.038,1.54,0.08,-0.006,1.0,4.06,1,0.045,0,1.0,1.7795,0.08,0.038,122.1,-0.08,PLANET
228,0.0,4.447163,0,0.006,-5.056,0,7.1062,64.763,-0.041,1,-57.0,79.5702,1,1,0,0,-0.17345,5479.3,-0.08,-66.358928,1,0.0,-0.049,2.48771,0.08,-0.006,1.0,3.77,1,0.041,0,1.0,0.17345,0.298399,0.049,57.0,-0.298399,PLANET
229,0.0,222.841424,0,0.006,28.147,0,10.402,-32.468,-0.083,1,-142.2,224.444,1,1,0,0,-1.993,6105.0,-0.08,82.952258,1,0.0,-0.111,1.24,0.08,-0.006,1.0,4.31,1,0.083,0,1.0,1.993,0.06,0.111,142.2,-0.06,NOT PLANET
230,0.0,42.2477,0,0.007,46.626,0,10.9473,164.059,-0.063,1,-159.0,37.8871,1,1,0,0,-0.0516,3948.0,-0.389814,-14.537283,1,0.0,-0.059,0.482388,0.389814,-0.007,1.0,4.68962,1,0.063,0,1.0,0.0516,0.0146884,0.059,159.0,-0.0146884,PLANET
231,0.0,210.427355,0,0.009,4.432,0,8.386,4.131,-0.043,1,-163.0,818.829,1,1,0,0,-20.7165,3773.0,,-63.852645,1,0.0,-0.032,0.577983,,-0.009,1.0,4.438,1,0.043,0,1.0,20.7165,0.089121,0.032,163.0,-0.089121,NOT PLANET
232,0.0,168.226736,0,0.006,-44.783,0,7.9995,292.931,-0.05,1,-30.4499,64.9943,1,1,0,0,-0.18965,5742.22,-0.08,-34.406937,1,0.0,-0.048,1.17321,0.08,-0.006,1.0,4.29,1,0.05,0,1.0,0.18965,0.0504221,0.048,30.4499,-0.0504221,PLANET
235,0.0,180.325704,0,0.012,-1.401,0,8.6014,-6.538,-0.041,1,-165.0,1698.55,1,1,0,0,-92.265,5824.0,,-60.200439,1,0.0,-0.045,1.1512,,-0.012,1.0,4.438,1,0.041,0,1.0,92.265,1.1512,0.045,165.0,-1.1512,NOT PLANET
242,0.0,66.221959,0,0.006,-39.668,0,11.1762,-21.388,-0.038,1,-64.7007,144.133,1,1,0,0,-0.424,5168.33,-0.146885,-73.333516,1,0.0,-0.033,0.77,0.146885,-0.006,1.0,4.60584,1,0.038,0,1.0,0.424,0.05,0.033,64.7007,-0.05,NOT PLANET
245,0.0,163.198824,0,0.006,79.575,0,10.6392,-100.262,-0.041,1,-196.0,161.33,1,1,0,0,-0.6765,6270.0,-0.423983,-67.387472,1,0.0,-0.049,0.989667,0.423983,-0.006,1.0,4.54537,1,0.041,0,1.0,0.6765,0.0531859,0.049,196.0,-0.0531859,NOT PLANET
252,0.0,332.948236,0,0.007,-235.81,0,13.084,138.138,-0.076,1,-64.0,62.118,1,1,0,0,-0.2158,3318.0,-0.407256,-58.946085,1,0.0,-0.089,0.334125,0.407256,-0.007,1.0,4.9581,1,0.076,0,1.0,0.2158,0.0100409,0.089,64.0,-0.0100409,PLANET
254,0.0,107.921025,0,0.006,39.508,0,10.0564,0.473,-0.046,1,-190.0,138.411,1,1,0,0,-0.3865,5802.0,-0.305694,-65.508857,1,0.0,-0.044,1.01814,0.305694,-0.006,1.0,4.44521,1,0.046,0,1.0,0.3865,0.0490778,0.044,190.0,-0.0490778,PLANET
256,0.0,117.214876,0,0.006,27.4,0,9.3109,-19.934,-0.08,1,-199.0,237.7,1,1,0,0,-2.593,6516.0,-0.364731,-63.720125,1,0.0,-0.092,2.04178,0.364731,-0.006,1.0,3.99366,1,0.08,0,1.0,2.593,0.0960201,0.092,199.0,-0.0960201,NOT PLANET
257,0.0,37.197836,0,0.008,27.053,0,11.556,159.883,-0.066,1,-64.0,37.3312,1,1,0,0,-0.06,3442.0,-0.382128,-80.899105,1,0.0,-0.072,0.404403,0.382128,-0.008,1.0,4.893,1,0.066,0,1.0,0.06,0.0120014,0.072,64.0,-0.0120014,PLANET
258,0.0,37.197836,0,0.008,27.053,0,11.556,159.883,-0.066,1,-64.0,37.3312,1,1,0,0,-0.06,3442.0,-0.382128,-80.899105,1,0.0,-0.072,0.404403,0.382128,-0.008,1.0,4.893,1,0.066,0,1.0,0.06,0.0120014,0.072,64.0,-0.0120014,PLANET
262,0.0,186.767363,0,0.008,-10.642,0,13.802,-40.266,-0.081,1,,100.641,1,1,0,0,-0.5695,3050.0,,-72.45185,1,0.0,-0.097,0.44128,,-0.008,1.0,4.438,1,0.081,0,1.0,0.5695,0.013263,0.097,,-0.013263,PLANET
263,0.0,107.843685,0,0.006,35.033,0,9.0963,-0.918,-0.055,1,-222.0,272.217,1,1,0,0,-2.19,8208.0,-0.378798,-68.83334,1,0.0,-0.054,1.8,0.378798,-0.006,1.0,4.25979,1,0.055,0,1.0,2.19,0.05,0.054,222.0,-0.05,PLANET
265,0.0,319.699588,0,0.011,-57.557,0,7.87598,23.236,-0.152,1,-194.0,161.498,1,1,0,0,-2.4235,6188.0,-2.00586,-26.616374,1,0.0,-0.157,2.62,2.00586,-0.011,1.0,4.27166,1,0.152,0,1.0,2.4235,0.13,0.157,194.0,-0.13,PLANET
266,0.0,118.129594,0,0.006,-77.04,0,9.6245,20.314,-0.049,1,-188.0,143.138,1,1,0,0,-0.4455,5696.0,-0.273635,-83.825063,1,0.0,-0.038,1.15281,0.273635,-0.006,1.0,4.26563,1,0.049,0,1.0,0.4455,0.0536432,0.038,188.0,-0.0536432,PLANET
267,0.0,156.74726,0,0.007,361.603,0,10.2565,-89.046,-0.186,1,-112.0,27.6227,1,1,0,0,-0.0609,3535.0,-0.46471,-52.467872,1,0.0,-0.141,0.465271,0.46471,-0.007,1.0,4.84874,1,0.186,0,1.0,0.0609,0.014057,0.141,112.0,-0.014057,PLANET
269,0.0,186.574063,0,0.006,-49.865,0,8.6522,-70.434,-0.043,1,-49.567,64.5978,1,1,0,0,-0.19375,5723.87,,-51.363052,1,0.0,-0.056,0.864173,,-0.006,1.0,4.438,1,0.043,0,1.0,0.19375,0.038593,0.056,49.567,-0.038593,PLANET
270,0.0,186.574063,0,0.006,-49.865,0,8.6522,-70.434,-0.043,1,-49.567,64.5978,1,1,0,0,-0.19375,5723.87,,-51.363052,1,0.0,-0.056,0.864173,,-0.006,1.0,4.438,1,0.043,0,1.0,0.19375,0.038593,0.056,49.567,-0.038593,PLANET
271,0.0,186.574063,0,0.006,-49.865,0,8.6522,-70.434,-0.043,1,-49.567,64.5978,1,1,0,0,-0.19375,5723.87,,-51.363052,1,0.0,-0.056,0.864173,,-0.006,1.0,4.438,1,0.043,0,1.0,0.19375,0.038593,0.056,49.567,-0.038593,PLANET
272,0.0,186.574063,0,0.006,-49.865,0,8.6522,-70.434,-0.043,1,-49.567,64.5978,1,1,0,0,-0.19375,5723.87,,-51.363052,1,0.0,-0.056,0.864173,,-0.006,1.0,4.438,1,0.043,0,1.0,0.19375,0.038593,0.056,49.567,-0.038593,PLANET
273,0.0,290.57223,0,0.008,-14.449,0,13.7991,-29.235,-0.063,1,-157.0,104.912,1,1,0,0,-0.4445,3443.0,-0.0042834,26.319493,1,0.0,-0.059,0.411471,0.0042834,-0.008,1.0,4.81617,1,0.063,0,1.0,0.4445,0.012407,0.059,157.0,-0.012407,NOT PLANET
274,0.0,152.218255,0,0.007,17.369,0,9.91924,196.631,-0.047,1,-157.0,39.6345,1,1,0,0,-0.0478,3912.0,-0.0114063,69.27662,1,0.0,-0.04,0.63,0.0114063,-0.007,1.0,4.62642,1,0.047,0,1.0,0.0478,0.02,0.04,157.0,-0.02,PLANET
